,tweet,language,mentions
1691,turkey quest for caliphate and empire writes ms sandhya jain in the nov dec issue of india foundation journal,en,"[{'screen_name': 'vijayvaani', 'name': 'sandhya jain', 'id': '542385412'}]"
1692,the view from kashmir vocalise the locals writes mr bashir assad in the nov dec issue of india foundation journal,en,[]
1693,empowering the region the jammu viewpoint writes shri sant kumar sharma in the nov dec issue of india foundation journal,en,[]
1694,ladakh without article a year down the line ladakh without article looks fully empowered writes shri p stobdan in the nov dec issue of india foundation journal,en,"[{'screen_name': 'pstobdan', 'name': 'p stobdan', 'id': '1264215399287095297'}]"
1695,decommissioning of article the legal perspective writes ms shakti munshi in the nov dec issue of india foundation journal,en,[]
1696,one year after formation of ut of j amp k amp ut of ladakh an interview of shri ram madhav member board of governors india foundation with aditya raj kaul published in nov dec issue of india foundation journal,en,"[{'screen_name': 'adityarajkaul', 'name': 'aditya raj kaul', 'id': '44425241'}]"
1697,jammu and kashmir a glimpse into history writes maj gen dhruv c katoch director india foundation in the nov dec issue of india foundation journal,en,"[{'screen_name': 'dhruv_ck', 'name': 'dhruv c katoch', 'id': '4900319414'}]"
1698,sardar patel and the kashmir question an article by shri ram madhav member board of governors india foundation published in today s hindustan times newspaper,en,"[{'screen_name': 'httweets', 'name': 'hindustan times', 'id': '36327407'}]"
1699,watch the india foundation chat where shri dattatreya hosabale ji sah sarkaryavah join general secretary rss is in conversation with shri a surya prakash on the foundation day of rss,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}]"
1700,rt ayurveda day in germany led by european academy for ayurveda under dr mark rosenberg organised in collaboration with co,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1701,rt very much looking forward to speaking to the participants of the organised intensive course on,en,"[{'screen_name': 'jonathanmcclory', 'name': 'jonathan mcclory', 'id': '179657131'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
1702,india foundation journal november december download link,en,[]
1703,rt do join if you can this promises to be a pretty intensive learning experience for anyone interested in,en,"[{'screen_name': 'simonanholt', 'name': 'simon anholt', 'id': '1970939802'}]"
1704,rt islamism in europe the french response and its relevance to the indian context,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1705,india amp taiwan natural partners an article by mr raushan kumar published on india foundation blog,en,"[{'screen_name': 'raushandu28', 'name': 'raushan singh rajput', 'id': '2382014574'}]"
1706,read the book review of why liberalism failed by shri ram madhav member board of governors india foundation,en,[]
1707,jammu and kashmir security tracker a comparative analysis of the security scenario read the report by soumya chaturvedi senior research fellow india foundation,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1708,islamism in europe the french response and its relevance to the indian context an article by mr come carpentier consultant india foundation published on,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1709,rt embassy of india in korea swami vivekananda culture center in korea amp yongsan district of seoul are organising a ayurved,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1710,jammu and kashmir security tracker a comparative analysis of the security scenario read the report by soumya chaturvedi senior research fellow india foundation,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1711,us elections across the presidential divide an article by ambassador anil trigunayat,ca,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
1712,read the book review of why liberalism failed by shri ram madhav member board of governors india foundation,en,[]
1713,india amp taiwan natural partners an article by mr raushan kumar published on,en,[]
1714,rt our global partner organisation in the us council for ayurveda research is organising a day lecture series from nov,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1715,rt argentina sri lanka usa all our global partner organisations are coming together for one cause ayurveda,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1716,rt we are delighted to share that ayurveda day goes to nepal this year courtesy nepal ayurveda vidyarthi samaj amp vishwa ayur,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1717,the liberal waterloo writes shri ram madhav member board of governors india foundation in,en,"[{'screen_name': 'openthemag', 'name': 'open magazine', 'id': '62762183'}]"
1718,read the book review of why liberalism failed by shri ram madhav member board of governors india foundation,en,[]
1719,trinidad and tobago s bungling up of the covid pandemic an article by karen dipnarine saroop published on india foundation blog,en,[]
1720,five day intensive learning programme role of public diplomacy and soft power in the new world order consultant india foundation and convener editorial board world affairs journal know more and apply,en,"[{'screen_name': 'comecarpentier', 'name': 'come carpentier', 'id': '4123406774'}]"
1721,five day intensive learning programme role of public diplomacy and soft power in the new world order author anthropologist and research advisor center for public diplomacy and soft power know more and apply,en,"[{'screen_name': 'ramindesai', 'name': 'rami niranjan desai', 'id': '1000311006017421312'}]"
1722,us elections across the presidential divide an article by ambassador anil trigunayat,ca,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
1723,jammu and kashmir security tracker a comparative analysis of the security scenario read the report by soumya chaturvedi senior research fellow india foundation,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1724,five day intensive learning programme role of public diplomacy and soft power in the new world order rajiv vasudevan founder and ceo ayurvaid hospitals amp founder cii core group on ayurveda know more and apply,en,"[{'screen_name': 'rajivvasudevan', 'name': 'rajiv vasudevan', 'id': '53940385'}]"
1725,rt ayurveda day in brazil,in,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1726,rt ayurveda day in japan organised by jiva japan ayurveda which will witness several distinguished guests from the kanagawa,en,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1727,shri a surya prakash former chairperson prasar bharti and member board of trustees india foundation chaired the session organised by india foundation,en,"[{'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}]"
1728,glimpses from india foundation s addressed by shri union minister of environment forest amp climate change information amp broadcasting govt of india ambassadors high commissioners and diplomatic officials attended the,en,"[{'screen_name': 'prakashjavdekar', 'name': 'prakash javadekar', 'id': '1072993274'}]"
1729,shri prakash javadekar union minister of environment forest amp climate change information amp broadcasting and heavy industries amp public enterprise govt of india addressed the breakfast briefing organised by india foundation,en,"[{'screen_name': 'prakashjavdekar', 'name': 'prakash javadekar', 'id': '1072993274'}]"
1730,rt atharva ayurveda s center and life ayurveda s ayurveda day at manassas virginia usa,in,"[{'screen_name': 'ayurveda_day', 'name': 'ayurveda day', 'id': '1283782912542818305'}]"
1731,five day intensive learning programme role of public diplomacy and soft power in the new world order nouf almarwaai founder arab yoga foundation and padma shri awardee apply know more,en,"[{'screen_name': 'noufmarwaai', 'name': 'nouf almarwaai نوف المروعي 🇸🇦', 'id': '350548332'}]"
1732,jammu and kashmir security tracker a comparative analysis of the security scenario read the report by soumya chaturvedi senior research fellow india foundation,en,"[{'screen_name': 'soumyachaturvdi', 'name': 'soumya chaturvedi', 'id': '956668564013903873'}]"
1733,rt will the us elections lead to significant foreign policy changes,en,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
1734,us elections across the presidential divide an article by ambassador anil trigunayat,ca,"[{'screen_name': 'aniltrigunayat', 'name': 'amb rtn. anil trigunayat', 'id': '51645472'}]"
1735,rt thank you ji for joining us at for this wide ranging conversation amp for your forthright respo,en,"[{'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}, {'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
1736,the post covid global scenario an article by shri vinod saighal published on india foundation blog,en,[]
1737,five day intensive learning programme role of public diplomacy and soft power in the new world order madhusudhanan kalaichelvan historian architect and epighraphist apply know more,en,"[{'screen_name': 'madhukcvn', 'name': 'madhusudhanan kalaichelvan', 'id': '1170656419982405633'}]"
1738,india foundation web dialogue,en,[]
1739,india foundation web dialogue,en,[]
1740,glimpses from india foundation web dialogue whr shri dattatreya hosabale sah sarkaryavah joint general secretary of rss was in conversation with dr a suryaprakash member board of trustees india foundation on the occasion of foundation day of rss,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}]"
1741,rt live now rss sahsarakaryavah dattatreya hosabale speaks at india foundation dialogue in conversation,en,"[{'screen_name': 'rajeshpadmar', 'name': 'rajesh padmar', 'id': '198549232'}, {'screen_name': 'indfoundation', 'name': 'india foundation', 'id': '1466758298'}]"
1742,watch live shri dattatreya hosabale sah sarkaryavah joint general secretary of in conversation with dr a suryaprakash member board of trustees india foundation on the occasion of the foundation day of rss link,en,"[{'screen_name': 'dattahosabale', 'name': 'dattatreya hosabale', 'id': '2651029910'}, {'screen_name': 'rssorg', 'name': 'rss', 'id': '310239584'}, {'screen_name': 'mediasurya', 'name': 'a. surya prakash', 'id': '178261363'}]"
